fl_date,mkt_unique_carrier,branded_code_share,mkt_carrier,mkt_carrier_fl_num,op_unique_carrier,tail_num,op_carrier_fl_num,origin_airport_id,origin,origin_city_name,dest_airport_id,dest,dest_city_name,crs_dep_time,dep_time,dep_delay,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,arr_delay,cancelled,cancellation_code,diverted,dup,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay,first_dep_time,total_add_gtime,longest_add_gtime,no_name
2019-02-11,DL,DL_CODESHARE,DL,3362,9E,N607LR,3362,14122,PIT,"Pittsburgh, PA",12478,JFK,"New York, NY",1606,1557,-9,16,1613,1712,8,1745,1720,-25,0,,0,N,99,83,59,1,340,,,,,,,,,
2018-10-07,UA,UA,UA,1949,UA,N73445,1949,11292,DEN,"Denver, CO",12264,IAD,"Washington, DC",600,553,-7,13,606,1100,4,1112,1104,-8,0,,0,N,192,191,174,1,1452,,,,,,,,,
2019-09-25,B6,B6,B6,2979,B6,N306JB,2979,10721,BOS,"Boston, MA",11618,EWR,"Newark, NJ",1428,1423,-5,21,1444,1535,13,1612,1548,-24,0,,0,N,104,85,51,1,200,,,,,,,,,
2018-06-17,DL,DL,DL,1563,DL,N933DL,1563,13244,MEM,"Memphis, TN",10397,ATL,"Atlanta, GA",800,833,33,11,844,1037,4,1015,1041,26,0,,0,N,75,68,53,1,332,26,0,0,0,0,,,,
2018-01-06,UA,UA,UA,672,UA,N69813,672,12266,IAH,"Houston, TX",10397,ATL,"Atlanta, GA",1157,1158,1,18,1216,1448,7,1505,1455,-10,0,,0,N,128,117,92,1,689,,,,,,,,,
2018-04-18,DL,DL_CODESHARE,DL,4145,OO,N916EV,4145,11433,DTW,"Detroit, MI",12945,LEX,"Lexington, KY",1755,1802,7,10,1812,1904,5,1910,1909,-1,0,,0,N,75,67,52,1,296,,,,,,,,,
2018-11-07,AA,AA_CODESHARE,AA,3088,OO,N716SK,3088,13930,ORD,"Chicago, IL",11721,FNT,"Flint, MI",2200,2151,-9,19,2210,2351,5,5,2356,-9,0,,0,N,65,65,41,1,223,,,,,,,,,
2019-07-29,DL,DL,DL,2792,DL,N327DN,2792,10397,ATL,"Atlanta, GA",10721,BOS,"Boston, MA",1252,1248,-4,14,1302,1529,5,1527,1534,7,0,,0,N,155,166,147,1,946,,,,,,,,,
2018-05-09,AA,AA_CODESHARE,AA,3720,MQ,N253NN,3720,13485,MSN,"Madison, WI",11298,DFW,"Dallas/Fort Worth, TX",1309,1305,-4,11,1316,1504,6,1534,1510,-24,0,,0,N,145,125,108,1,821,,,,,,,,,
2019-11-01,UA,UA,UA,581,UA,N21108,581,11618,EWR,"Newark, NJ",14107,PHX,"Phoenix, AZ",715,714,-1,34,748,955,6,946,1001,15,0,,0,N,331,347,307,1,2133,0,0,15,0,0,,,,
2018-07-05,AS,AS,AS,1809,AS,N925VA,1809,14771,SFO,"San Francisco, CA",14057,PDX,"Portland, OR",1730,1721,-9,21,1742,1851,3,1910,1854,-16,0,,0,N,100,93,69,1,550,,,,,,,,,
2019-06-30,DL,DL,DL,2301,DL,N919DU,2301,13204,MCO,"Orlando, FL",11433,DTW,"Detroit, MI",620,616,-4,17,633,839,11,855,850,-5,0,,0,N,155,154,126,1,957,,,,,,,,,
2019-07-21,AA,AA_CODESHARE,AA,4080,MQ,N248NN,4080,11298,DFW,"Dallas/Fort Worth, TX",10868,CAE,"Columbia, SC",1534,1553,19,13,1606,1913,7,1856,1920,24,0,,0,N,142,147,127,1,922,19,0,5,0,0,,,,
2019-03-22,DL,DL_CODESHARE,DL,6219,G7,N642CA,6219,11278,DCA,"Washington, DC",11193,CVG,"Cincinnati, OH",1803,1801,-2,23,1824,1935,4,1942,1939,-3,0,,0,N,99,98,71,1,411,,,,,,,,,
2018-04-23,NK,NK,NK,331,NK,N658NK,331,12953,LGA,"New York, NY",13930,ORD,"Chicago, IL",2159,2151,-8,16,2207,2254,11,2325,2305,-20,0,,0,N,146,134,107,1,733,,,,,,,,,
2018-12-24,UA,UA_CODESHARE,UA,4205,EV,N19554,4205,11540,ELP,"El Paso, TX",12266,IAH,"Houston, TX",1600,1557,-3,14,1611,1839,11,1900,1850,-10,0,,0,N,120,113,88,1,667,,,,,,,,,
2019-11-07,UA,UA_CODESHARE,UA,5613,OO,N150SY,5613,11292,DEN,"Denver, CO",11057,CLT,"Charlotte, NC",1100,1112,12,18,1130,1601,8,1615,1609,-6,0,,0,N,195,177,151,1,1337,,,,,,,,,
2018-03-21,UA,UA,UA,2064,UA,,2064,14771,SFO,"San Francisco, CA",14100,PHL,"Philadelphia, PA",900,,,,,,,1720,,,1,B,0,N,320,,,1,2521,,,,,,,,,
2019-08-17,UA,UA_CODESHARE,UA,5252,OO,N978SW,5252,11292,DEN,"Denver, CO",13486,MSO,"Missoula, MT",755,752,-3,16,808,1110,3,1002,1113,,0,,1,N,127,,,1,679,,,,,,,,,
2019-07-05,DL,DL,DL,2585,DL,N952AT,2585,10397,ATL,"Atlanta, GA",11057,CLT,"Charlotte, NC",2240,2235,-5,34,2309,2354,5,2354,2359,5,0,,0,N,74,84,45,1,226,,,,,,,,,
2019-10-22,WN,WN,WN,1488,WN,N561WN,1488,13296,MHT,"Manchester, NH",13232,MDW,"Chicago, IL",600,601,1,11,612,727,5,735,732,-3,0,,0,N,155,151,135,1,838,,,,,,,,,
2018-03-28,AA,AA,AA,374,AA,N952NN,374,13930,ORD,"Chicago, IL",12953,LGA,"New York, NY",1330,1327,-3,15,1342,1620,7,1637,1627,-10,0,,0,N,127,120,98,1,733,,,,,,,,,
2018-04-18,WN,WN,WN,5768,WN,N219WN,5768,12191,HOU,"Houston, TX",15304,TPA,"Tampa, FL",2030,2024,-6,9,2033,2309,3,2330,2312,-18,0,,0,N,120,108,96,1,781,,,,,,,,,
2019-10-20,AS,AS,AS,1940,AS,N628VA,1940,14771,SFO,"San Francisco, CA",12892,LAX,"Los Angeles, CA",2100,2135,35,15,2150,2241,11,2235,2252,17,0,,0,N,95,77,51,1,337,17,0,0,0,0,2116.0,11,11,
2018-01-17,DL,DL_CODESHARE,DL,3788,9E,N819AY,3788,10980,CHA,"Chattanooga, TN",10397,ATL,"Atlanta, GA",1052,1253,121,48,1341,1417,16,1148,1433,165,0,,0,N,56,100,36,1,106,0,0,158,0,7,,,,
2018-03-26,AA,AA,AA,1386,AA,N854NN,1386,10423,AUS,"Austin, TX",11298,DFW,"Dallas/Fort Worth, TX",1630,1627,-3,20,1647,1729,13,1738,1742,4,0,,0,N,68,75,42,1,190,,,,,,,,,
2019-11-06,WN,WN,WN,2536,WN,N274WN,2536,13204,MCO,"Orlando, FL",10397,ATL,"Atlanta, GA",1025,1026,1,14,1040,1142,5,1200,1147,-13,0,,0,N,95,81,62,1,404,,,,,,,,,
2018-12-04,AA,AA_CODESHARE,AA,3761,MQ,N825AE,3761,10721,BOS,"Boston, MA",14576,ROC,"Rochester, NY",1554,1546,-8,22,1608,1708,7,1730,1715,-15,0,,0,N,96,89,60,1,343,,,,,,,,,
2018-03-01,AA,AA_CODESHARE,AA,2863,EV,N608QX,2863,11982,GRK,"Killeen, TX",11298,DFW,"Dallas/Fort Worth, TX",515,504,-11,11,515,540,11,612,551,-21,0,,0,N,57,47,25,1,134,,,,,,,,,
2018-12-11,B6,B6,B6,2358,B6,N564JB,2358,10800,BUR,"Burbank, CA",12478,JFK,"New York, NY",1430,1428,-2,19,1447,2247,7,2243,2254,11,0,,0,N,313,326,300,1,2465,,,,,,,,,
2018-01-04,DL,DL_CODESHARE,DL,4602,OO,N240SY,4602,12892,LAX,"Los Angeles, CA",13796,OAK,"Oakland, CA",2145,2142,-3,19,2201,2256,5,2317,2301,-16,0,,0,N,92,79,55,1,337,,,,,,,,,
2019-01-05,AA,AA_CODESHARE,AA,4818,PT,N609DP,4818,11617,EWN,"New Bern/Morehead/Beaufort, NC",11057,CLT,"Charlotte, NC",1224,1221,-3,9,1230,1319,14,1355,1333,-22,0,,0,N,91,72,49,1,221,,,,,,,,,
2018-11-02,B6,B6,B6,280,B6,N768JB,280,12954,LGB,"Long Beach, CA",12889,LAS,"Las Vegas, NV",905,854,-11,10,904,949,4,1010,953,-17,0,,0,N,65,59,45,1,231,,,,,,,,,
2018-10-23,UA,UA_CODESHARE,UA,4336,EV,N14993,4336,10721,BOS,"Boston, MA",11042,CLE,"Cleveland, OH",1040,1038,-2,17,1055,1234,7,1240,1241,1,0,,0,N,120,123,99,1,563,,,,,,,,,
2019-04-14,AA,AA,AA,855,AA,N978UY,855,11298,DFW,"Dallas/Fort Worth, TX",11057,CLT,"Charlotte, NC",1828,1835,7,18,1853,2154,8,2200,2202,2,0,,0,N,152,147,121,1,936,,,,,,,,,
2018-08-09,AS,AS,AS,1872,AS,N522VA,1872,12892,LAX,"Los Angeles, CA",11259,DAL,"Dallas, TX",745,743,-2,19,802,1238,12,1300,1250,-10,0,,0,N,195,187,156,1,1246,,,,,,,,,
2018-12-01,AA,AA_CODESHARE,AA,4493,YX,N105HQ,4493,13487,MSP,"Minneapolis, MN",12953,LGA,"New York, NY",700,657,-3,10,707,1023,12,1100,1035,-25,0,,0,N,180,158,136,1,1020,,,,,,,,,
2019-09-20,UA,UA_CODESHARE,UA,4022,EV,N14570,4022,12266,IAH,"Houston, TX",14730,SDF,"Louisville, KY",1000,1000,0,24,1024,1315,9,1327,1324,-3,0,,0,N,147,144,111,1,788,,,,,,,,,
2019-01-29,UA,UA,UA,635,UA,N76523,635,10821,BWI,"Baltimore, MD",13930,ORD,"Chicago, IL",805,825,20,14,839,921,14,916,935,19,0,,0,N,131,130,102,1,621,19,0,0,0,0,,,,
2018-04-28,UA,UA,UA,2008,UA,N21108,2008,12264,IAD,"Washington, DC",14771,SFO,"San Francisco, CA",815,811,-4,17,828,1052,21,1112,1113,1,0,,0,N,357,362,324,1,2419,,,,,,,,,
2019-12-30,UA,UA_CODESHARE,UA,5966,OO,N928SW,5966,14698,SBP,"San Luis Obispo, CA",14771,SFO,"San Francisco, CA",1019,1007,-12,11,1018,1053,31,1138,1124,-14,0,,0,N,79,77,35,1,190,,,,,,,,,
2019-01-03,B6,B6,B6,971,B6,N521JB,971,12953,LGA,"New York, NY",11697,FLL,"Fort Lauderdale, FL",945,1005,20,24,1029,1305,4,1309,1309,0,0,,0,N,204,184,156,1,1076,,,,,,,,,
2018-07-07,AA,AA,AA,348,AA,N343PN,348,11298,DFW,"Dallas/Fort Worth, TX",14908,SNA,"Santa Ana, CA",2045,2041,-4,19,2100,2131,7,2146,2138,-8,0,,0,N,181,177,151,1,1205,,,,,,,,,
2019-07-31,AA,AA_CODESHARE,AA,3430,MQ,N830AE,3430,10747,BRO,"Brownsville, TX",11298,DFW,"Dallas/Fort Worth, TX",1311,1312,1,13,1325,1445,12,1452,1457,5,0,,0,N,101,105,80,1,482,,,,,,,,,
2018-05-06,WN,WN,WN,2440,WN,N8711Q,2440,10821,BWI,"Baltimore, MD",11433,DTW,"Detroit, MI",1900,1900,0,19,1919,2022,7,2030,2029,-1,0,,0,N,90,89,63,1,409,,,,,,,,,
2019-06-26,WN,WN,WN,2350,WN,N245WN,2350,10800,BUR,"Burbank, CA",13796,OAK,"Oakland, CA",900,857,-3,8,905,955,4,1010,959,-11,0,,0,N,70,62,50,1,325,,,,,,,,,
2019-12-21,WN,WN,WN,3761,WN,N409WN,3761,13232,MDW,"Chicago, IL",14730,SDF,"Louisville, KY",2210,2230,20,9,2239,27,3,20,30,10,0,,0,N,70,60,48,1,271,,,,,,,,,
2019-12-20,UA,UA_CODESHARE,UA,5995,OO,N121SY,5995,14683,SAT,"San Antonio, TX",13930,ORD,"Chicago, IL",1710,1710,0,13,1723,1934,15,2004,1949,-15,0,,0,N,174,159,131,1,1041,,,,,,,,,
2019-02-04,UA,UA_CODESHARE,UA,5758,OO,N103SY,5758,11042,CLE,"Cleveland, OH",13930,ORD,"Chicago, IL",1610,1602,-8,10,1612,1611,6,1641,1617,-24,0,,0,N,91,75,59,1,315,,,,,,,,,
2018-08-12,AS,AS,AS,106,AS,N317AS,106,10299,ANC,"Anchorage, AK",14747,SEA,"Seattle, WA",2154,2144,-10,14,2158,148,4,223,152,-31,0,,0,N,209,188,170,1,1448,,,,,,,,,
2019-10-29,AA,AA,AA,35,AA,N148AN,35,11298,DFW,"Dallas/Fort Worth, TX",14683,SAT,"San Antonio, TX",1221,1215,-6,17,1232,1322,7,1329,1329,0,0,,0,N,68,74,50,1,247,,,,,,,,,
2018-05-05,NK,NK,NK,891,NK,N516NK,891,13495,MSY,"New Orleans, LA",13487,MSP,"Minneapolis, MN",1635,1731,56,10,1741,2001,7,1923,2008,45,0,,0,N,168,157,140,1,1039,45,0,0,0,0,,,,
2018-01-05,AA,AA,AA,2617,AA,N987NN,2617,11278,DCA,"Washington, DC",14107,PHX,"Phoenix, AZ",1034,1030,-4,15,1045,1337,6,1400,1343,-17,0,,0,N,326,313,292,1,1979,,,,,,,,,
2019-03-18,AA,AA,AA,2277,AA,N971TW,2277,12278,ICT,"Wichita, KS",11298,DFW,"Dallas/Fort Worth, TX",506,504,-2,9,513,604,5,628,609,-19,0,,0,N,82,65,51,1,328,,,,,,,,,
2018-05-20,WN,WN,WN,2141,WN,N259WN,2141,12191,HOU,"Houston, TX",10397,ATL,"Atlanta, GA",750,749,-1,10,759,1033,8,1045,1041,-4,0,,0,N,115,112,94,1,696,,,,,,,,,
2018-06-25,UA,UA_CODESHARE,UA,6254,YV,N87345,6254,12266,IAH,"Houston, TX",15370,TUL,"Tulsa, OK",1440,1539,59,25,1604,1708,3,1611,1711,60,0,,0,N,91,92,64,1,429,0,60,0,0,0,,,,
2019-09-27,NK,NK,NK,1914,NK,N695NK,1914,14747,SEA,"Seattle, WA",12889,LAS,"Las Vegas, NV",1215,1247,32,27,1314,1506,6,1451,1512,21,0,,0,N,156,145,112,1,867,0,0,21,0,0,,,,
2018-10-06,UA,UA,UA,2054,UA,N68834,2054,14057,PDX,"Portland, OR",14771,SFO,"San Francisco, CA",1436,1446,10,13,1459,1637,4,1619,1641,22,0,,0,N,103,115,98,1,550,10,0,12,0,0,,,,
2018-10-03,AA,AA_CODESHARE,AA,5044,OH,N207PS,5044,10431,AVL,"Asheville, NC",11057,CLT,"Charlotte, NC",1111,1108,-3,18,1126,1156,10,1223,1206,-17,0,,0,N,72,58,30,1,91,,,,,,,,,
2018-04-15,AA,AA_CODESHARE,AA,3025,OO,N753SK,3025,13930,ORD,"Chicago, IL",13198,MCI,"Kansas City, MO",2020,2100,40,29,2129,2232,3,2156,2235,39,0,,0,N,96,95,63,1,403,0,0,0,0,39,,,,
2019-03-13,WN,WN,WN,314,WN,N7848A,314,10721,BOS,"Boston, MA",10397,ATL,"Atlanta, GA",615,607,-8,21,628,845,15,915,900,-15,0,,0,N,180,173,137,1,946,,,,,,,,,
2019-02-28,B6,B6,B6,721,B6,N605JB,721,10721,BOS,"Boston, MA",14027,PBI,"West Palm Beach/Palm Beach, FL",625,627,2,84,751,1051,5,942,1056,74,0,,0,N,197,269,180,1,1197,2,0,72,0,0,,,,
2018-11-30,WN,WN,WN,867,WN,N7702A,867,10140,ABQ,"Albuquerque, NM",11259,DAL,"Dallas, TX",1155,1157,2,7,1204,1425,3,1430,1428,-2,0,,0,N,95,91,81,1,580,,,,,,,,,
2019-10-13,AA,AA,AA,547,AA,N978UY,547,14771,SFO,"San Francisco, CA",14100,PHL,"Philadelphia, PA",2047,2044,-3,12,2056,428,16,500,444,-16,0,,0,N,313,300,272,1,2521,,,,,,,,,
2019-06-21,B6,B6,B6,427,B6,N317JB,427,10721,BOS,"Boston, MA",10821,BWI,"Baltimore, MD",851,906,15,13,919,1017,5,1023,1022,-1,0,,0,N,92,76,58,1,369,,,,,,,,,
2019-03-08,WN,WN,WN,2293,WN,N234WN,2293,13232,MDW,"Chicago, IL",10821,BWI,"Baltimore, MD",520,521,1,26,547,803,4,805,807,2,0,,0,N,105,106,76,1,611,,,,,,,,,
2019-06-08,WN,WN,WN,4658,WN,N7707C,4658,11697,FLL,"Fort Lauderdale, FL",13232,MDW,"Chicago, IL",645,642,-3,10,652,822,3,850,825,-25,0,,0,N,185,163,150,1,1167,,,,,,,,,
2019-04-28,AS,AS,AS,498,AS,N297AK,498,14057,PDX,"Portland, OR",12892,LAX,"Los Angeles, CA",1930,2041,71,8,2049,2245,16,2155,2301,66,0,,0,N,145,140,116,1,834,66,0,0,0,0,1927.0,27,27,
2018-12-05,AA,AA,AA,839,AA,N914UY,839,14107,PHX,"Phoenix, AZ",14893,SMF,"Sacramento, CA",1745,1807,22,14,1821,1856,6,1846,1902,16,0,,0,N,121,115,95,1,647,16,0,0,0,0,,,,
2019-08-22,DL,DL,DL,2116,DL,N884DN,2116,12758,KOA,"Kona, HI",12892,LAX,"Los Angeles, CA",2200,2150,-10,9,2159,547,6,605,553,-12,0,,0,N,305,303,288,1,2504,,,,,,,,,
2019-09-21,AA,AA,AA,1171,AA,N825NN,1171,13303,MIA,"Miami, FL",12953,LGA,"New York, NY",1955,1950,-5,18,2008,2232,6,2259,2238,-21,0,,0,N,184,168,144,1,1096,,,,,,,,,
2018-05-15,WN,WN,WN,1399,WN,N238WN,1399,10821,BWI,"Baltimore, MD",10257,ALB,"Albany, NY",2255,,,,,,,5,,,1,C,0,N,70,,,1,289,,,,,,,,,
2019-12-12,AA,AA,AA,1060,AA,N856NN,1060,13303,MIA,"Miami, FL",11618,EWR,"Newark, NJ",655,651,-4,19,710,935,8,954,943,-11,0,,0,N,179,172,145,1,1085,,,,,,,,,
2018-08-10,AA,AA,AA,2170,AA,N947UW,2170,11278,DCA,"Washington, DC",10721,BOS,"Boston, MA",1130,1124,-6,17,1141,1243,6,1300,1249,-11,0,,0,N,90,85,62,1,399,,,,,,,,,
2019-03-27,AA,AA,AA,1674,AA,N537UW,1674,11057,CLT,"Charlotte, NC",12892,LAX,"Los Angeles, CA",735,733,-2,14,747,938,5,1021,943,-38,0,,0,N,346,310,291,1,2125,,,,,,,,,
2018-04-26,DL,DL_CODESHARE,DL,3474,9E,N800AY,3474,13931,ORF,"Norfolk, VA",12478,JFK,"New York, NY",718,709,-9,10,719,808,16,900,824,-36,0,,0,N,102,75,49,1,290,,,,,,,,,
2019-09-18,AA,AA,AA,2185,AA,N936AN,2185,14683,SAT,"San Antonio, TX",11298,DFW,"Dallas/Fort Worth, TX",700,653,-7,11,704,745,10,814,755,-19,0,,0,N,74,62,41,1,247,,,,,,,,,
2019-07-31,DL,DL,DL,992,DL,N367NW,992,10721,BOS,"Boston, MA",13204,MCO,"Orlando, FL",1200,1155,-5,14,1209,1447,7,1510,1454,-16,0,,0,N,190,179,158,1,1121,,,,,,,,,
2018-11-23,AA,AA,AA,1636,AA,N177US,1636,11057,CLT,"Charlotte, NC",11292,DEN,"Denver, CO",1644,1640,-4,15,1655,1759,10,1828,1809,-19,0,,0,N,224,209,184,1,1337,,,,,,,,,
2019-11-13,AA,AA,AA,699,AA,N751UW,699,14107,PHX,"Phoenix, AZ",11884,GEG,"Spokane, WA",2125,2118,-7,29,2147,2302,5,2310,2307,-3,0,,0,N,165,169,135,1,1020,,,,,,,,,
2019-11-13,DL,DL,DL,2545,DL,N122DU,2545,12953,LGA,"New York, NY",11298,DFW,"Dallas/Fort Worth, TX",630,626,-4,22,648,906,20,936,926,-10,0,,0,N,246,240,198,1,1389,,,,,,,,,
2019-04-11,AA,AA,AA,472,AA,N751UW,472,13342,MKE,"Milwaukee, WI",14107,PHX,"Phoenix, AZ",1722,1713,-9,13,1726,1901,7,1914,1908,-6,0,,0,N,232,235,215,1,1460,,,,,,,,,
2018-05-23,DL,DL,DL,2951,DL,N334NW,2951,13495,MSY,"New Orleans, LA",12478,JFK,"New York, NY",701,700,-1,13,713,1042,8,1100,1050,-10,0,,0,N,179,170,149,1,1182,,,,,,,,,
2018-09-14,DL,DL_CODESHARE,DL,3728,OO,N255SY,3728,15016,STL,"St. Louis, MO",14869,SLC,"Salt Lake City, UT",1847,1842,-5,16,1858,2040,11,2101,2051,-10,0,,0,N,194,189,162,1,1156,,,,,,,,,
2019-06-01,UA,UA_CODESHARE,UA,3500,YX,N638RW,3500,11618,EWR,"Newark, NJ",10721,BOS,"Boston, MA",945,939,-6,28,1007,1042,8,1056,1050,-6,0,,0,N,71,71,35,1,200,,,,,,,,,
2019-09-30,UA,UA,UA,1111,UA,N86534,1111,14771,SFO,"San Francisco, CA",12982,LIH,"Lihue, HI",931,930,-1,16,946,1141,5,1205,1146,-19,0,,0,N,334,316,295,1,2447,,,,,,,,,
2019-08-09,UA,UA,UA,406,UA,N37263,406,11292,DEN,"Denver, CO",12953,LGA,"New York, NY",1535,1558,23,116,1754,2302,9,2128,2311,103,0,,0,N,233,313,188,1,1620,0,0,103,0,0,,,,
2018-10-19,WN,WN,WN,2505,WN,N969WN,2505,12889,LAS,"Las Vegas, NV",10279,AMA,"Amarillo, TX",1140,1132,-8,18,1150,1520,4,1540,1524,-16,0,,0,N,120,112,90,1,758,,,,,,,,,
2018-01-22,AA,AA_CODESHARE,AA,5838,YV,N926LR,5838,10561,BFL,"Bakersfield, CA",14107,PHX,"Phoenix, AZ",1220,1227,7,9,1236,1448,16,1500,1504,4,0,,0,N,100,97,72,1,425,,,,,,,,,
2019-04-09,DL,DL,DL,2660,DL,N844DN,2660,13342,MKE,"Milwaukee, WI",13487,MSP,"Minneapolis, MN",1521,1515,-6,24,1539,1633,4,1644,1637,-7,0,,0,N,83,82,54,1,297,,,,,,,,,
2018-06-28,UA,UA,UA,1844,UA,N69838,1844,12266,IAH,"Houston, TX",14771,SFO,"San Francisco, CA",1945,1944,-1,19,2003,2133,14,2155,2147,-8,0,,0,N,250,243,210,1,1635,,,,,,,,,
2018-04-05,DL,DL,DL,786,DL,N336NW,786,12953,LGA,"New York, NY",15304,TPA,"Tampa, FL",1622,1625,3,31,1656,1928,3,1919,1931,12,0,,0,N,177,186,152,1,1010,,,,,,,,,
2018-06-13,WN,WN,WN,2381,WN,N237WN,2381,14107,PHX,"Phoenix, AZ",10693,BNA,"Nashville, TN",1630,1627,-3,7,1634,2130,9,2145,2139,-6,0,,0,N,195,192,176,1,1449,,,,,,,,,
2018-12-27,AA,AA,AA,1767,AA,N765US,1767,11278,DCA,"Washington, DC",15304,TPA,"Tampa, FL",1359,1355,-4,24,1419,1615,2,1627,1617,-10,0,,0,N,148,142,116,1,814,,,,,,,,,
2019-05-27,B6,B6,B6,677,B6,N526JL,677,12478,JFK,"New York, NY",12451,JAX,"Jacksonville, FL",810,807,-3,28,835,1026,8,1055,1034,-21,0,,0,N,165,147,111,1,828,,,,,,,,,
2018-08-19,WN,WN,WN,6760,WN,N762SW,6760,11423,DSM,"Des Moines, IA",15016,STL,"St. Louis, MO",1720,1719,-1,5,1724,1805,6,1820,1811,-9,0,,0,N,60,52,41,1,259,,,,,,,,,
2019-03-02,F9,F9,F9,2519,F9,N720FR,2519,12391,ISP,"Islip, NY",15304,TPA,"Tampa, FL",730,741,11,98,919,1155,10,1036,1205,89,0,,0,N,186,264,156,1,1034,11,0,78,0,0,,,,
2019-08-25,DL,DL,DL,3056,DL,N3768,3056,14869,SLC,"Salt Lake City, UT",10140,ABQ,"Albuquerque, NM",2040,2032,-8,14,2046,2152,7,2220,2159,-21,0,,0,N,100,87,66,1,493,,,,,,,,,
2018-09-01,AA,AA,AA,980,AA,N948AN,980,11298,DFW,"Dallas/Fort Worth, TX",12266,IAH,"Houston, TX",844,842,-2,10,852,932,10,948,942,-6,0,,0,N,64,60,40,1,224,,,,,,,,,
2018-12-29,AS,AS,AS,804,AS,N560AS,804,12758,KOA,"Kona, HI",14679,SAN,"San Diego, CA",1600,1600,0,14,1614,2313,4,2320,2317,-3,0,,0,N,320,317,299,1,2556,,,,,,,,,
2018-12-19,NK,NK,NK,492,NK,N628NK,492,11697,FLL,"Fort Lauderdale, FL",11066,CMH,"Columbus, OH",2110,2104,-6,8,2112,2310,3,2347,2313,-34,0,,0,N,157,129,118,1,973,,,,,,,,,
2018-10-09,UA,UA_CODESHARE,UA,3564,YX,N858RW,3564,11042,CLE,"Cleveland, OH",11618,EWR,"Newark, NJ",1830,1841,11,12,1853,2000,7,2012,2007,-5,0,,0,N,102,86,67,1,404,,,,,,,,,
2018-04-25,WN,WN,WN,1697,WN,N434WN,1697,13796,OAK,"Oakland, CA",12892,LAX,"Los Angeles, CA",1055,,,,,,,1220,,,1,A,0,N,85,,,1,337,,,,,,,,,
2019-07-19,WN,WN,WN,4570,WN,N8610A,4570,10397,ATL,"Atlanta, GA",11292,DEN,"Denver, CO",1045,1045,0,13,1058,1124,7,1200,1131,-29,0,,0,N,195,166,146,1,1199,,,,,,,,,
2019-07-31,UA,UA,UA,2397,UA,N469UA,2397,13930,ORD,"Chicago, IL",11066,CMH,"Columbus, OH",1129,1159,30,9,1208,1356,7,1341,1403,22,0,,0,N,72,64,48,1,296,0,0,0,0,22,,,,
2018-09-04,AA,AA,AA,144,AA,N123NN,144,12173,HNL,"Honolulu, HI",12892,LAX,"Los Angeles, CA",2228,2225,-3,18,2243,632,11,701,643,-18,0,,0,N,333,318,289,1,2556,,,,,,,,,
2019-09-06,AA,AA_CODESHARE,AA,5470,OH,N510AE,5470,15412,TYS,"Knoxville, TN",11057,CLT,"Charlotte, NC",512,503,-9,20,523,602,18,624,620,-4,0,,0,N,72,77,39,1,177,,,,,,,,,
2019-06-24,F9,F9,F9,2021,F9,N235FR,2021,11109,COS,"Colorado Springs, CO",12889,LAS,"Las Vegas, NV",2156,2142,-14,17,2159,2228,13,2256,2241,-15,0,,0,N,120,119,89,1,604,,,,,,,,,
2018-12-07,UA,UA,UA,1615,UA,N76533,1615,11042,CLE,"Cleveland, OH",14771,SFO,"San Francisco, CA",700,652,-8,24,716,921,11,932,932,0,0,,0,N,332,340,305,1,2161,,,,,,,,,
2018-09-10,B6,B6,B6,669,B6,N903JB,669,12478,JFK,"New York, NY",14831,SJC,"San Jose, CA",1726,1830,64,26,1856,2126,5,2056,2131,35,0,,0,N,390,361,330,1,2569,0,0,0,0,35,,,,
2019-06-27,WN,WN,WN,2125,WN,N922WN,2125,14893,SMF,"Sacramento, CA",12892,LAX,"Los Angeles, CA",2120,2121,1,8,2129,2234,20,2245,2254,9,0,,0,N,85,93,65,1,373,,,,,,,,,
2019-03-10,AA,AA_CODESHARE,AA,3230,OO,N740SK,3230,11298,DFW,"Dallas/Fort Worth, TX",11823,FWA,"Fort Wayne, IN",1049,1103,14,17,1120,1400,7,1412,1407,-5,0,,0,N,143,124,100,1,859,,,,,,,,,
2018-06-21,DL,DL,DL,2566,DL,N921AT,2566,11057,CLT,"Charlotte, NC",13487,MSP,"Minneapolis, MN",745,741,-4,20,801,910,3,930,913,-17,0,,0,N,165,152,129,1,930,,,,,,,,,
2018-02-15,WN,WN,WN,106,WN,N563WN,106,14107,PHX,"Phoenix, AZ",10423,AUS,"Austin, TX",815,825,10,9,834,1121,6,1120,1127,7,0,,0,N,125,122,107,1,872,,,,,,,,,
2019-07-06,AA,AA,AA,1688,AA,N770UW,1688,13891,ONT,"Ontario, CA",14107,PHX,"Phoenix, AZ",600,557,-3,11,608,702,7,713,709,-4,0,,0,N,73,72,54,1,325,,,,,,,,,
2019-03-06,AS,AS_CODESHARE,AS,2274,QX,N434MK,2274,14057,PDX,"Portland, OR",14747,SEA,"Seattle, WA",2100,2137,37,20,2157,2233,5,2155,2238,43,0,,0,N,55,61,36,1,129,0,0,43,0,0,,,,
